QuestionID,Section,Topic,Difficulty,Grade,AvgScore,Blueprint,Technical,Quality,Distractor,Explanation,Realism,DifficultyScore,Repetition,Priority,Issues
P1-B-088,B,"B.088 budgeted balance sheet purpose",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Abstract/theoretical wording without business scenario"
P1-B-089,B,"B.089 production budget units 73",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-B-090,B,"B.090 direct materials purchases budget 74",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-B-091,B,"B.091 cash collections schedule 75",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-B-092,B,"B.092 flexible budget cost 76",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-B-093,B,"B.093 expected value budget scenario 77",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-B-094,B,"B.094 regression forecast cost equation 78",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-B-095,B,"B.095 top-down vs bottom-up budgeting",Moderate,A,4.5,5,5,5,5,2,4,5,5,Low,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No time/year reference in stem"
P1-B-096,B,"B.096 cash budget borrowing need 80",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No business context in stem (may lack realism)"
P1-B-097,B,"B.097 budget review and revision timing",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-B-098,B,"B.098 cash budget disbursement timing",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-B-099,B,"B.099 kaizen budgeting concept",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-B-100,B,"B.100 standard cost variance types overview",Moderate,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-001,C,"C.001 standard cost system purpose",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-002,C,"C.002 management by exception",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-C-003,C,"C.003 controllable cost performance",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-004,C,"C.004 cost center evaluation",Moderate,A,4.5,5,5,5,5,2,4,5,5,Low,"Generic distractor explanation (no specific rationale); No time/year reference in stem"
P1-C-005,C,"C.005 profit center evaluation",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-C-006,C,"C.006 investment center evaluation",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-007,C,"C.007 balanced scorecard perspectives",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-008,C,"C.008 leading versus lagging indicator",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-C-009,C,"C.009 benchmarking application",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-C-010,C,"C.010 nonfinancial quality metrics",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-011,C,"C.011 transfer price goal congruence",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-012,C,"C.012 residual income advantage",Moderate,A,4.6,5,5,5,5,2,5,5,5,Low,"Generic distractor explanation (no specific rationale)"
P1-C-013,C,"C.013 productivity measure interpretation",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-C-014,C,"C.014 efficiency versus effectiveness",Moderate,A,4.5,5,5,5,5,2,4,5,5,Low,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No time/year reference in stem"
P1-C-015,C,"C.015 variance responsibility nuance",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-016,C,"C.016 direct material price variance 1",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-017,C,"C.017 direct material quantity variance 2",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism)"
P1-C-018,C,"C.018 direct labor rate variance 3",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-019,C,"C.019 direct labor efficiency variance 4",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-020,C,"C.020 flexible budget variance spending 5",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-021,C,"C.021 ROI investment center measure 6",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-022,C,"C.022 residual income investment charge 7",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-023,C,"C.023 sales volume versus flexible budget variance 8",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-024,C,"C.024 balanced scorecard causal linkage 9",Moderate,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 4x) — may give clues; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-C-025,C,"C.025 transfer price capacity condition 10",Moderate,A,4.5,5,5,5,5,2,4,5,5,Low,"Generic distractor explanation (no specific rationale); No time/year reference in stem"
P1-C-026,C,"C.026 KPI controllability alignment 11",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-027,C,"C.027 variance investigation threshold 12",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-028,C,"C.028 direct material price variance 13",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-C-029,C,"C.029 direct material quantity variance 14",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-030,C,"C.030 direct labor rate variance 15",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-031,C,"C.031 direct labor efficiency variance 16",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-032,C,"C.032 flexible budget variance spending 17",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-033,C,"C.033 ROI investment center measure 18",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-034,C,"C.034 residual income investment charge 19",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-035,C,"C.035 sales volume versus flexible budget variance 20",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-036,C,"C.036 balanced scorecard perspective classification",Easy,A,4.5,5,5,5,5,2,4,5,5,Low,"Generic distractor explanation (no specific rationale); No time/year reference in stem"
P1-C-037,C,"C.037 transfer price at market price with excess capacity",Moderate,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No time/year reference in stem"
P1-C-038,C,"C.038 KPI controllability alignment 23",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-039,C,"C.039 variance investigation threshold 24",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-040,C,"C.040 direct material price variance 25",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-041,C,"C.041 direct material quantity variance 26",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-042,C,"C.042 direct labor rate variance 27",Difficult,A,5,5,5,5,5,5,5,5,5,Low,""
P1-C-043,C,"C.043 direct labor efficiency variance 28",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-044,C,"C.044 flexible budget variance spending 29",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-045,C,"C.045 ROI investment center measure 30",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-046,C,"C.046 residual income investment charge 31",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-047,C,"C.047 sales volume versus flexible budget variance 32",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-048,C,"C.048 lag vs lead indicator distinction",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-049,C,"C.049 negotiated transfer price range",Moderate,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 4x) — may give clues; No time/year reference in stem"
P1-C-050,C,"C.050 KPI controllability alignment 35",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-051,C,"C.051 variance investigation threshold 36",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-052,C,"C.052 direct material price variance 37",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-053,C,"C.053 direct material quantity variance 38",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-054,C,"C.054 direct labor rate variance 39",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-055,C,"C.055 direct labor efficiency variance 40",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-056,C,"C.056 flexible budget variance spending 41",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-057,C,"C.057 ROI investment center measure 42",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-058,C,"C.058 residual income investment charge 43",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-059,C,"C.059 sales volume versus flexible budget variance 44",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-060,C,"C.060 scorecard measure overload risk",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-061,C,"C.061 dual transfer pricing rationale",Difficult,A,4.8,5,5,5,4,5,4,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No time/year reference in stem"
P1-C-062,C,"C.062 KPI controllability alignment 47",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-063,C,"C.063 variance investigation threshold 48",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-064,C,"C.064 direct material price variance 49",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-065,C,"C.065 direct material quantity variance 50",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1-C-066,C,"C.066 direct labor rate variance 51",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-067,C,"C.067 direct labor efficiency variance 52",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-068,C,"C.068 flexible budget variance spending 53",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-069,C,"C.069 ROI investment center measure 54",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-070,C,"C.070 residual income investment charge 55",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-071,C,"C.071 sales volume versus flexible budget variance 56",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-C-072,C,"C.072 customer perspective metric example",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-073,C,"C.073 cost-based transfer pricing limitation",Easy,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-C-074,C,"C.074 KPI controllability alignment 59",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
